"ORF","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PF3D7_1330800","conserved Plasmodium protein, unknown function",-1.0935202760983,9.19469118928725,-3.66030764391273,0.00093606288092915,0.139158780824198,-0.681036603261806
"PF3D7_1111300","SNARE protein, putative (GS27)",1.14549325526202,3.89490444810963,3.6581580487103,0.000941534376347756,0.139158780824198,-0.697689738390139
"PF3D7_1455100","protein tyrosine phosphatase, putative (PTP1)",-1.86080029509523,3.86120400145582,-3.61548343126289,0.00105680942570282,0.141599631523122,-0.78308735009705
"PF3D7_1240900","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.13495588629069,5.95965302673721,3.60646846580896,0.00108285675688216,0.141599631523122,-0.796952085592802
"PF3D7_1016300","glycophorin binding protein (GBP)",4.37400947392391,9.33039495124511,3.60005804535199,0.00110175626692551,0.141599631523122,-0.834241246825292
"PF3D7_0733000","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.99744026716979,6.6127578486392,3.55373020711972,0.00124816894791916,0.152448839069924,-0.931876780370745
"PF3D7_0614000","thiamin-phosphate pyrophosphorylase, putative",-1.74570542897417,1.30149643825672,-3.53016460913463,0.001329704275849,0.152448839069924,-1.09791400392878
"PF3D7_1031700","protein phosphatase inhibitor 3 (I3)",-1.57591849366386,2.61331562546671,-3.52519370990008,0.00134754976476006,0.152448839069924,-1.08703981460036
"PF3D7_1100200","erythrocyte membrane protein 1, PfEMP1 (VAR)",3.77981246280595,5.6106288932424,3.51295956661236,0.00139246233250607,0.152448839069924,-1.00599751766821
"PF3D7_0632800","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.3281484928193,6.64937330049517,3.4742400640062,0.00154434434603692,0.15435675871315,-1.12596203692363
"PF3D7_0937800","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.2401422463244,6.66585188666392,3.47381952836187,0.00154607869290795,0.15435675871315,-1.12777638190884
"PF3D7_0608300","conserved Plasmodium protein, unknown function",-1.7971254511989,1.58705412658646,-3.46889141705979,0.00156654355933508,0.15435675871315,-1.21562556193147
"PF3D7_0808700","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.06657405055332,6.15016619794268,3.45205468598915,0.00163845242281785,0.156234366511276,-1.16972068623606
"PF3D7_1318900","conserved Plasmodium protein, unknown function",-2.00216969634978,3.56848353754792,-3.38419141560768,0.00196192033874742,0.16723368262256,-1.37090397206933
"PF3D7_1210400","general transcription factor 3C polypeptide 5, putative",-1.27533321391481,6.7918973008445,-3.37628504713647,0.00200338257059582,0.16723368262256,-1.31326951339378
"PF3D7_0607500","para-hydroxybenzoate--polyprenyltransferase, putative (COQ2)",1.46099020064044,2.76126781788048,3.3752577593105,0.00200883133028919,0.16723368262256,-1.33861508554858
"PF3D7_1431500","mitogen-activated protein kinase 1 (MAPK1)",-2.05811179925812,3.32993966886321,-3.34631295651116,0.00216834903457236,0.16723368262256,-1.38581551192175
"PF3D7_1238500","conserved Plasmodium protein, unknown function",-2.11931998361189,5.01320062025845,-3.34434071578794,0.00217965043970181,0.16723368262256,-1.39784072486161
"PF3D7_1337500","conserved Plasmodium protein, unknown function",-2.355624772515,7.46271465175425,-3.34429537883784,0.00217991089561211,0.16723368262256,-1.39807675456723
"PF3D7_0220600","Plasmodium exported protein (hyp9), unknown function",-2.03795516891993,6.10378071880753,-3.34120744494235,0.00219772131649932,0.16723368262256,-1.42174037735457
"PF3D7_1352000","conserved Plasmodium protein, unknown function",-1.07407782252779,3.33554366977692,-3.33042661751501,0.00226100516905446,0.16723368262256,-1.42207729014597
"PF3D7_0421300","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.05268886494598,6.5136885772792,3.32684988393498,0.00228238478450996,0.16723368262256,-1.4710657745787
"PF3D7_0400200","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene",1.96863862146426,4.88377299578835,3.31229015109028,0.00237143515674389,0.16723368262256,-1.48098769890652
"PF3D7_0525100","acyl-CoA synthetase (ACS10)",-1.13132449185895,9.66177115957529,-3.29658563851703,0.00247122375526929,0.16723368262256,-1.55660921911311
"PF3D7_1018700","conserved Plasmodium protein, unknown function",0.568300303494811,8.16236538171422,3.2909027325439,0.00250831677212577,0.16723368262256,-1.5644838076857
"PF3D7_0506500","conserved Plasmodium protein, unknown function",-1.59230558387865,3.50371635468511,-3.28013296818861,0.00258008233028388,0.16723368262256,-1.53100249122094
"PF3D7_0723800","conserved Plasmodium protein, unknown function",-1.80526850867603,2.85669051564189,-3.27657210244478,0.00260424064425104,0.16723368262256,-1.54747915840559
"PF3D7_0822400","conserved Plasmodium protein, unknown function",-1.19174945026749,3.96447381760924,-3.26302484103935,0.00269814730773379,0.16723368262256,-1.59834811141384
"PF3D7_0932100","protein MAM3, putative",-2.16149109005418,3.22916803196799,-3.25765194255619,0.00273628246429522,0.16723368262256,-1.68877415532569
"PF3D7_0200100","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.44796622693591,5.87095291486468,3.24774059783206,0.00280798881525991,0.16723368262256,-1.65015946823571
"PF3D7_0411200","conserved Plasmodium protein, unknown function",-2.50673571298827,2.6262012320687,-3.23457050239078,0.0029060594989997,0.16723368262256,-1.62851012544706
"PF3D7_0305100","conserved Plasmodium protein, unknown function",-1.86654651496646,2.07796111422064,-3.2344096122023,0.00290727759375974,0.16723368262256,-1.6546466537371
"PF3D7_1442800","conserved Plasmodium protein, unknown function",1.93721587445551,2.61255610011673,3.21783928445568,0.00303538143788942,0.16723368262256,-1.7007061771851
"PF3D7_1009800","conserved Plasmodium membrane protein, unknown function",0.512224044429745,6.76144358381219,3.20896614267594,0.00310618075479653,0.16723368262256,-1.71974778860006
"PF3D7_1240400","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.692023186267,6.41229127915991,3.2058779654346,0.0031311898061047,0.16723368262256,-1.74386326250925
"PF3D7_0103600","ATP-dependent RNA helicase, putative",-2.10974585994352,1.55382300059911,-3.19684949485454,0.00320541390625934,0.16723368262256,-1.73852688141507
"PF3D7_0602100","ATP-dependent RNA helicase, putative",-1.19006078495264,7.19367229359208,-3.17438680493878,0.00339744619958163,0.16723368262256,-1.77996660543285
"PF3D7_0114400","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)",1.13297171001046,4.63904679773317,3.17346074910474,0.0034055941833387,0.16723368262256,-1.76179575701798
"PF3D7_0913300","conserved Plasmodium protein, unknown function",1.23756672256283,8.09022570275611,3.16426578135519,0.00348751541832522,0.16723368262256,-1.87574621698442
"PF3D7_0511900","conserved Plasmodium protein, unknown function",1.36741404878814,3.18141180568169,3.16380094512139,0.00349170635344313,0.16723368262256,-1.81616797917077
"PF3D7_0400400","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.63430199153367,6.57664463290156,3.15804978720953,0.00354395758356844,0.16723368262256,-1.85893589926899
"PF3D7_1329100","myosin C (MyoC)",-1.90089386606266,5.46052541039315,-3.14849213391493,0.00363244567550081,0.16723368262256,-1.87149169132769
"PF3D7_0607400","G-protein associated signal transduction protein, putative",1.0965580538232,4.64205510183507,3.14405582936666,0.00367423082252099,0.16723368262256,-1.86391851789134
"PF3D7_1319200","conserved Plasmodium protein, unknown function",-2.04134922407985,3.42455361780736,-3.14037946255874,0.00370920503731082,0.16723368262256,-1.86784408126516
"PF3D7_1203600","cytochrome c1 heme lyase, putative",-1.4077195248225,1.65693662252788,-3.1289985640043,0.00381949726246595,0.16723368262256,-1.94919956397891
"PF3D7_1347100","DNA topoisomerase 3, putative (TOP3)",3.13997321301784,5.34480738500922,3.12422967826579,0.00386663548721016,0.16723368262256,-1.87904804381388
"PF3D7_0323700","U4/U6.U5 tri-snRNP-associated protein 1, putative (SART1)",-1.42497867278195,6.23729572358497,-3.12107814533978,0.00389809049647716,0.16723368262256,-1.87956036221966
"PF3D7_1237900","conserved Plasmodium protein, unknown function",-1.16335503010377,9.2699087175893,-3.11817302895246,0.00392730180989006,0.16723368262256,-1.95711631030315
"PF3D7_1332600","apurinic/apyrimidinic endonuclease Apn1, putative (APN1)",-1.93004594642014,3.50624636608553,-3.11341389634393,0.00397560644368239,0.16723368262256,-1.88975011070065
"PF3D7_0510000","conserved Plasmodium protein, unknown function",2.19220413126844,5.2206695567059,3.11135272970391,0.00399670213015969,0.16723368262256,-1.91040877366849
"PF3D7_1478600","EMP1-trafficking protein (PTP3)",-2.84517004166413,5.29839069531507,-3.10297045554513,0.00408359622756321,0.16723368262256,-1.97746185080699
"PF3D7_0219900","Plasmodium exported protein, unknown function",1.0724604303551,6.16726699190135,3.10075367991802,0.00410687512451542,0.16723368262256,-1.94506101556727
"PF3D7_1207600","tRNA delta(2)-isopentenylpyrophosphate transferase, putative (MiaA)",-1.04267392057298,4.37355066571913,-3.09894052772771,0.00412600930208872,0.16723368262256,-1.91985309614574
"PF3D7_1410000","ER membrane protein complex subunit 2, putative (EMC2)",0.908687926206639,6.07866400064514,3.093313337912,0.00418593455906768,0.16723368262256,-1.9750514289845
"PF3D7_1373500","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.96235308046693,6.5190149515863,3.09018309728001,0.00421962666060825,0.16723368262256,-2.02140500508794
"PF3D7_1234200","conserved Plasmodium protein, unknown function, pseudogene",-2.01134427393643,3.2524331159458,-3.08621598389677,0.00426269705023376,0.16723368262256,-1.96873947377847
"PF3D7_1463100","conserved Plasmodium protein, unknown function, pseudogene",1.03802641874625,4.78645592552625,3.07644217468459,0.0043706006618709,0.16723368262256,-1.97627979389385
"PF3D7_1239900","vacuolar protein sorting-associated protein 16, putative (VPS16)",-0.904595243099823,6.29506158943347,-3.07485972742486,0.00438831340121852,0.16723368262256,-1.97484347041563
"PF3D7_0614400","conserved protein, unknown function",0.727088561700358,6.97987577933879,3.06787711015947,0.00446728954167381,0.16723368262256,-2.08897379027325
"PF3D7_1126900","small nuclear ribonucleoprotein F, putative (SNRPF)",0.783072734527641,6.55433732804498,3.06715241773033,0.00447556301822027,0.16723368262256,-2.04944516552376
"PF3D7_1116300","peptidyl-prolyl cis-trans isomerase (CYP19C)",1.07129067202347,6.03380698871401,3.05328778793745,0.00463668025686199,0.16723368262256,-2.07572379620313
"PF3D7_1219300","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.00914744226912,6.10534647208919,3.03832427638368,0.00481674057450967,0.16723368262256,-2.12531342704241
"PF3D7_1410900","ribosome maturation protein SBDS, putative",-1.079375571405,6.08968267092593,-3.03657389680608,0.00483823173303197,0.16723368262256,-2.05918979757321
"PF3D7_0321000","conserved Plasmodium protein, unknown function",-1.22082367024146,3.84007698721694,-3.03573244902954,0.00484859537774531,0.16723368262256,-2.05715861594828
"PF3D7_0310900","conserved Plasmodium protein, unknown function",-1.96842560580487,3.34996268163498,-3.03378940995706,0.00487260723575449,0.16723368262256,-2.06079340921804
"PF3D7_1103400","FeS cluster assembly protein SufD, putative (SufD)",-2.03230700315802,2.72945287728593,-3.0299106278092,0.00492087855501454,0.16723368262256,-2.1049382529841
"PF3D7_0932700","conserved Plasmodium protein, unknown function",-1.6235926034816,1.91340923891831,-3.02935074050101,0.00492788368347776,0.16723368262256,-2.08399255824869
"PF3D7_0827300","conserved Plasmodium protein, unknown function",-0.924347717254625,6.70003265575097,-3.02473235322092,0.00498602929515787,0.16723368262256,-2.08912860681899
"PF3D7_1005000","methionine--tRNA ligase, putative (MRSapi)",-1.13308975311325,4.29189000028172,-3.02320959968286,0.00500534299795791,0.16723368262256,-2.08029958415802
"PF3D7_0831700","heat shock protein 70 (HSP70-x)",1.22789938517046,13.2717140971104,3.01314638742031,0.00513477318643996,0.16723368262256,-2.17235977659073
"PF3D7_1237100","conserved Plasmodium protein, unknown function",-1.33913683112352,4.10261607541264,-3.01126908021827,0.0051592670288795,0.16723368262256,-2.10257405184217
"PF3D7_1464000","YL1 nuclear protein, putative",-1.19146572686545,6.58847582211038,-3.00575975267719,0.00523178984757229,0.16723368262256,-2.12532396592862
"PF3D7_0700100","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.76452629141325,6.66015490934731,3.00294719349311,0.00526918472613007,0.16723368262256,-2.22086150297737
"PF3D7_0831200","DnaJ protein, putative",-1.31425340032358,7.76731211637384,-3.00126416433913,0.00529168267347236,0.16723368262256,-2.15506858820051
"PF3D7_1370300","membrane associated histidine-rich protein (MAHRP1)",1.00739040184769,10.0074476107163,2.99976606745582,0.00531178504253741,0.16723368262256,-2.24406426343507
"PF3D7_0523900","conserved Plasmodium membrane protein, unknown function",1.16631894885848,4.27309843427483,2.9917169787354,0.00542103658310911,0.16723368262256,-2.14420097529473
"PF3D7_1463000","conserved Plasmodium protein, unknown function",1.24860815991085,4.30794498998988,2.98984968673299,0.00544668391747474,0.16723368262256,-2.14702097517659
"PF3D7_1150400","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.73150945343192,5.60776269117427,2.98968093419907,0.00544900739150726,0.16723368262256,-2.19694679417591
"PF3D7_1236400","conserved Plasmodium protein, unknown function",0.676202654090908,7.49901630573455,2.9868800448806,0.00548770880053731,0.16723368262256,-2.24722119063255
"PF3D7_1219000","formin 2",-1.44276600089899,3.73857413920698,-2.9811259380076,0.00556803415357349,0.167432685235005,-2.20063462677358
"PF3D7_0113200","Plasmodium exported protein, unknown function",-2.39701618789544,3.15274797754621,-2.97269168631254,0.00568778629373587,0.167432685235005,-2.18435169464576
"PF3D7_1240300","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.86253902809669,6.61716949271043,2.96997257336931,0.005726909595257,0.167432685235005,-2.28768428602197
"PF3D7_1015200.2","cysteine--tRNA ligase, putative (CysRS)",0.957669720223977,6.62545756672378,2.9687615576502,0.00574441579557164,0.167432685235005,-2.255594365113
"PF3D7_1419800.2","glutathione reductase (GR)",-2.328940349062,2.77373444391665,-2.96247874498072,0.00583605407320896,0.167432685235005,-2.20388334677374
"PF3D7_1135300","conserved Plasmodium membrane protein, unknown function",1.19787611151653,3.01315283149531,2.95755108788992,0.00590889186107425,0.167432685235005,-2.22522370810057
"PF3D7_0714500","transcription elongation factor s-II, putative",-0.914168871322961,5.86751583603913,-2.95278163988096,0.00598020867442802,0.167432685235005,-2.24732606044244
"PF3D7_0824500","conserved Plasmodium protein, unknown function",-1.84412041355434,1.54404040962441,-2.9498008815554,0.00602519165884148,0.167432685235005,-2.23849591784783
"PF3D7_1245900","conserved Plasmodium protein, unknown function",0.95978249806128,4.28211833284312,2.94853380641171,0.00604440990554085,0.167432685235005,-2.23872522818285
"PF3D7_0617800","histone H2A (H2A)",1.33656374012907,8.46712927131864,2.94746569307089,0.00606065538570551,0.167432685235005,-2.37075009528335
"PF3D7_1237200","conserved Plasmodium protein, unknown function",-1.05963709340131,7.82672241835303,-2.94127899830852,0.0061555662133342,0.168480127098295,-2.32320395311752
"PF3D7_1343800","conserved Plasmodium protein, unknown function",-1.69190812323857,3.64620516170496,-2.9354332759593,0.00624653437878438,0.168774680688327,-2.26987594448
"PF3D7_1145300","cysteine-rich PDZ-binding protein, putative (CRIPT)",-1.71115889966215,1.9428343836383,-2.93265158887488,0.00629026586802882,0.168774680688327,-2.30904337544557
"PF3D7_1124500","pyruvate dehydrogenase E1 component subunit alpha (pdhA)",-1.19708103875768,3.18940880625064,-2.92966030487722,0.00633761487023149,0.168774680688327,-2.28593229041383
"PF3D7_1217500","conserved Plasmodium protein, unknown function",0.650585464797716,6.77725262211604,2.91387540633728,0.00659309436562448,0.172899251192784,-2.3912970886465
"PF3D7_0833500","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.65951152103701,6.06617378156207,2.91046894452823,0.00664948793829249,0.172899251192784,-2.39541570571662
"PF3D7_1462900","conserved Plasmodium protein, unknown function",1.04804793182978,3.52351861608083,2.90714248468434,0.00670499573424671,0.172899251192784,-2.31501687004237
"PF3D7_0530600","XAP-5 DNA binding protein, putative",-0.906044574285286,5.63737472036774,-2.90481327017923,0.00674412243959558,0.172899251192784,-2.33452547057341
"PF3D7_1450300","NADPH--cytochrome P450 reductase, putative (CPR)",1.07782871196109,6.24017929981279,2.90239632516115,0.00678495031744349,0.172899251192784,-2.4020582233462
"PF3D7_0629100","nicotinate phosphoribosyltransferase, putative (NAPRT)",-1.409750679303,6.92313108052338,-2.88804307099033,0.00703224938216601,0.177669480116946,-2.37184740114677
"PF3D7_1352500","thioredoxin-related protein, putative",1.04447187191309,6.99229377745366,2.88450999460332,0.00709441145513692,0.177721019164277,-2.50749116971027
"PF3D7_0104400","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (LytB)",-1.53192862384975,3.94576576468012,-2.87284347925939,0.00730337019183306,0.181418170479483,-2.38376400266023
"PF3D7_1401600","Plasmodium exported protein (PHISTb), unknown function",1.14735892359228,7.84787876229714,2.84964700478798,0.00773615914236726,0.188226178047858,-2.5822749298815
"PF3D7_1134300","conserved Plasmodium protein, unknown function",-2.24692861244492,3.32645496808607,-2.84622910365087,0.00780193030339555,0.188226178047858,-2.44678391307139
"PF3D7_1411400","plastid replication-repair enzyme (PREX)",-1.37102877548985,1.68697685342892,-2.84337525756274,0.007857249386155,0.188226178047858,-2.46406908779515
"PF3D7_1129850",NA,0.970309414142867,3.64839241635864,2.84202085053082,0.00788363201629194,0.188226178047858,-2.44478151834258
"PF3D7_1427000","conserved Plasmodium protein, unknown function",-2.44070534488701,1.87304784958423,-2.84139655495893,0.0078958207300184,0.188226178047858,-2.4759536318645
"PF3D7_0600400","erythrocyte membrane protein 1, PfEMP1 (VAR)",3.90498967626138,3.13963264341111,2.83675935986886,0.00798691266243507,0.188874510641265,-2.45545933769731
"PF3D7_0923400","conserved Plasmodium protein, unknown function",-1.58084669318802,3.88845096233049,-2.83113815326449,0.00809865748938788,0.189997075703417,-2.48065118067772
"PF3D7_0324900","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.62024368553883,6.44817266299801,2.82397955535403,0.00824308957139053,0.191862777740397,-2.61122032266545
"PF3D7_1441300","serine/threonine protein kinase, putative",-1.72914121454355,4.28891323255395,-2.81938395362528,0.00833708082828543,0.192005899882371,-2.4909217786378
"PF3D7_0301700","Plasmodium exported protein, unknown function",-2.35013622720819,5.10940520911987,-2.81734285752784,0.00837914786360821,0.192005899882371,-2.56355093200238
"PF3D7_1025000","formin 2, putative",-0.903635594413831,7.89517614757887,-2.80380851008545,0.00866316783900953,0.196839711307738,-2.60188456543374
"PF3D7_1115200","SET domain protein, putative (SET7)",0.690566453267243,8.34274778158158,2.80099762454083,0.00872327543346202,0.196839711307738,-2.69419316282079
"PF3D7_1203000","origin recognition complex subunit 1 (ORC1)",-1.44602414694541,2.52742730867509,-2.79574305032995,0.0088366880899416,0.197678163348594,-2.53542785142526
"PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.63238154655574,6.04326710560207,2.78989697903284,0.00896449018083664,0.197678163348594,-2.66362934358949
"PF3D7_0625300","DNA polymerase 1, putative",-1.73466045708388,1.7236261753292,-2.78808950430733,0.00900435278235717,0.197678163348594,-2.55252343171912
"PF3D7_1018200","serine/threonine protein phosphatase 8, putative (PPP8)",-1.44424537898783,4.37344072738343,-2.78702411300435,0.00902792694589316,0.197678163348594,-2.55246385126301
"PF3D7_1033000","conserved Plasmodium protein, unknown function",-1.43040208294785,3.11713934067744,-2.78399633364458,0.00909523922778771,0.197687699686327,-2.56520541034427
"PF3D7_0516700","ubiquitin carboxyl-terminal hydrolase 2, putative",-0.672808995660814,8.31375485377243,-2.77860133380472,0.00921634445589648,0.198047188168356,-2.69047064984834
"PF3D7_1240600","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.08685700848964,5.66517397927915,2.77730027013622,0.00924577536103963,0.198047188168356,-2.66650681620542
"PF3D7_1328200","conserved Plasmodium protein, unknown function",-1.68915901795317,3.00731450248931,-2.77082707816661,0.00939351503342782,0.199764247761242,-2.58733099552971
"PF3D7_1366500","nucleoside diphosphate kinase (NDK)",-1.36295119243311,1.73763403614718,-2.76344853180392,0.00956461030553113,0.201949914736786,-2.61219102147463
"PF3D7_1300100","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.34465352239217,6.52784130071243,2.75979677385997,0.00965036202417815,0.202315391088444,-2.74136165029345
"PF3D7_1301200","glycophorin binding protein (GBPH2)",3.12272602093795,8.94924346043256,2.75269149535147,0.00981927392786088,0.20440685725885,-2.77611423350819
"PF3D7_1358700","HVA22-like protein, putative",0.741194532151666,6.63575388494176,2.74882322775427,0.00991239086228832,0.204472955158697,-2.73973139419311
"PF3D7_0307800","conserved Plasmodium protein, unknown function",-1.28269251305158,4.61656401785066,-2.74274982097228,0.010060255932878,0.204472955158697,-2.65077957624337
"PF3D7_1468200","conserved protein, unknown function",0.913217179278615,5.92786431902417,2.74154972376334,0.0100897165749392,0.204472955158697,-2.7544487528473
"PF3D7_0412700","erythrocyte membrane protein 1, PfEMP1 (VAR)",2.3187152141704,6.06646049237227,2.74116663335672,0.0100991378393673,0.204472955158697,-2.75673318163218
"PF3D7_0405200","ag-1 blood stage membrane protein homologue (MAg-1)",-0.992363267417711,1.66506863597665,-2.72234268826402,0.0105723190527869,0.212597109660123,-2.67878709316524
"PF3D7_0706100","conserved Plasmodium protein, unknown function",-2.0482162240449,1.9958400624187,-2.71111145481903,0.0108644094021879,0.215956774112526,-2.70514057297815
"PF3D7_1116700","dipeptidyl aminopeptidase 1 (DPAP1)",0.704686711628964,11.269466751697,2.71031115863691,0.010885507220151,0.215956774112526,-2.87168636567418
"PF3D7_1323200","V-type proton ATPase subunit G, putative",0.848260562716422,7.42732880005202,2.70578528554122,0.0110055409789051,0.216067216771861,-2.87668947065135
"PF3D7_0517900","zinc finger protein, putative",-1.62983072426054,2.62250360053095,-2.70152219017672,0.0111197324298912,0.216067216771861,-2.72303656586862
"PF3D7_1442400","conserved Plasmodium protein, unknown function",-1.99573419581174,5.45072065432212,-2.70041588481374,0.0111495458445794,0.216067216771861,-2.7634694340364
"PF3D7_0924700","splicing factor 3A subunit 3, putative (SF3A3)",-0.736312746023976,6.60877444576084,-2.69916105092982,0.0111834520183,0.216067216771861,-2.80731536688444
"PF3D7_0921700","conserved Plasmodium protein, unknown function",-1.44139331871314,2.19937612420254,-2.69302198304371,0.0113507209819981,0.216267009606585,-2.73219078346861
"PF3D7_1017600","conserved Plasmodium protein, unknown function",-1.30604341050334,7.00645701670617,-2.6902382223235,0.0114273342001853,0.216267009606585,-2.82646984501172
"PF3D7_1467900","rab GTPase activator, putative",-2.85285681134282,2.04163668005303,-2.68803794671144,0.0114882293667447,0.216267009606585,-2.74616169359095
"PF3D7_0103700","L-seryl-tRNA(Sec) kinase, putative (PSTK)",-0.901066178673326,1.64953263951981,-2.68488630692572,0.0115759809613272,0.216267009606585,-2.75115842156304
"PF3D7_0712600","erythrocyte membrane protein 1, PfEMP1 (VAR)",1.89030526221386,5.71332294132406,2.68316545210487,0.0116241578757954,0.216267009606585,-2.8637949672479
"PF3D7_0613900","myosin E, putative (myoE)",-1.81990371762269,2.1213398056972,-2.68104414884118,0.0116838024516474,0.216267009606585,-2.75593622608901
"PF3D7_1034900","methionine--tRNA ligase (MRScyt)",-1.17498525498785,8.35882111442654,-2.67399020293718,0.0118841916048005,0.216267009606585,-2.86829633628144
"PF3D7_0416900","conserved Plasmodium protein, unknown function",-0.900376956354537,6.03895618435428,-2.673200999119,0.0119068091088853,0.216267009606585,-2.83604960145484
"PF3D7_0906400","dynein light intermediate chain 2, cytosolic",-1.54040037052625,2.52289679409668,-2.67220419515831,0.0119354333567669,0.216267009606585,-2.77428219296923
"PF3D7_1031600","conserved Plasmodium protein, unknown function (GEXP15)",-0.915509297502097,6.04589233720082,-2.67173541983135,0.0119489168308338,0.216267009606585,-2.9233553533632
"PF3D7_0407900","AAA family ATPase, putative",-1.08970327991265,4.33065719689623,-2.67001318017253,0.0119985756344655,0.216267009606585,-2.77781591456926
"PF3D7_1401000","glycophorin binding protein (GBPH)",2.43287706424839,2.80773966276333,2.6652898262209,0.0121357545376744,0.217413881293124,-2.78437506517838
"PF3D7_0403600","conserved Plasmodium protein, unknown function",-2.12409044601663,2.72742416248202,-2.66194600874548,0.0122337477197855,0.217849146142686,-2.82819116193543
"PF3D7_1244900","conserved Plasmodium protein, unknown function",1.16763280912875,1.51830632504802,2.65446831681506,0.012455553827984,0.219491237268523,-2.81313279707481
"PF3D7_0935200","vacuolar protein sorting-associated protein 33, putative (VPS33)",-0.792661346353107,6.82033811003473,-2.65383639961608,0.0124744681532855,0.219491237268523,-2.89234341790569
"PF3D7_1316500","pre-mRNA-processing factor 40, putative (PRP40)",-0.663217138698761,6.36219697289151,-2.64463761317182,0.0127528404668912,0.223061517278879,-2.89355119929207
